Id,Project_Id,DocName,FilePath,Description,DocCategory
1708,106,"REVISED TARDIBUDGETjan2015.pdf","~/CMS/Docs/106/Documents supporting Application form/REVISED TARDIBUDGETjan2015.pdf","New Budget from TARDI Jan 15","Documents supporting Application form"
1709,106,"third comments from mr. danjan2015.pdf","~/CMS/Docs/106/Documents supporting Application form/third comments from mr. danjan2015.pdf","Third set of answers to questions","Documents supporting Application form"
1710,99,RUSODI.docx,"~/CMS/Docs/99/Visit Report/RUSODI.docx","Dan Cook visit report 26/27 November 2014","Visit Report"
1711,172,"KONGA beekeeping application.htm","~/CMS/Docs/172/General Correspondence/KONGA beekeeping application.htm","Email suggesting just one village and asking for revised budget, Jan 15","General Correspondence"
1719,106,"Final Budget email.htm","~/CMS/Docs/106/General Correspondence/Final Budget email.htm","Final budget email Jan 10, 15","General Correspondence"
1720,106,"Copy of Final TARDIBUDGETjan2015.xls","~/CMS/Docs/106/Application Form/Copy of Final TARDIBUDGETjan2015.xls","Final budget","Application Form"
1721,172,"REVIEWED BUDGET IWP Project PLHIV TABORA.doc","~/CMS/Docs/172/Application Form/REVIEWED BUDGET IWP Project PLHIV TABORA.doc","Revised budget received Jan 13, 2015","Application Form"
1722,148,"RE GREETINGS.htm","~/CMS/Docs/148/General Correspondence/RE GREETINGS.htm","Rejection email Jan '15","General Correspondence"
1723,143,"commitment by WEO re beds mattressees etc.docx","~/CMS/Docs/143/General Correspondence/commitment by WEO re beds mattressees etc.docx","commitment by WEOfficer to finish the toilets and provide mattresses if funding is forthcoming","General Correspondence"
1724,172,"PLHIV Final budget.xlsx","~/CMS/Docs/172/Documents supporting Application form/PLHIV Final budget.xlsx","Suggested Final Budget Jan 22, 2015","Documents supporting Application form"
1725,172,"RE KONGA beekeeping application.htm","~/CMS/Docs/172/General Correspondence/RE KONGA beekeeping application.htm","Email telling them of grant approval and sending final budget 22 Jan 15","General Correspondence"
1726,110,"Vianzi rejection.htm","~/CMS/Docs/110/General Correspondence/Vianzi rejection.htm","Rejection email 22 Jan 15","General Correspondence"
1727,106,"TARDI grant approval.htm","~/CMS/Docs/106/General Correspondence/TARDI grant approval.htm","Email telling them of grant approval and sending project contract 22 Jan 15","General Correspondence"
1728,106,"Signed contract.pdf","~/CMS/Docs/106/Contract/Signed contract.pdf","Signed contract",Contract
1729,163,"Ref 395 Contract Chickens.doc","~/CMS/Docs/163/Contract/Ref 395 Contract Chickens.doc","Contract for group completion",Contract
1730,21,"Kigoma tailoring mart 293 contract signed Jan 2015.pdf","~/CMS/Docs/21/Contract/Kigoma tailoring mart 293 contract signed Jan 2015.pdf","Contract for £689 for 4 sewing machines January 2015",Contract
1731,176,"Manyoni contract signed Jan 2015.pdf","~/CMS/Docs/176/Contract/Manyoni contract signed Jan 2015.pdf","Contract for completion of girls' hostel January 2015",Contract
1732,68,"SAWATA CONTRACT SIGNED Jan. 2015.docx","~/CMS/Docs/68/Contract/SAWATA CONTRACT SIGNED Jan. 2015.docx","Contract for SAWATA beekeeping project in 5 villages near Kasulu January 2015",Contract
1733,181,"Agape Rejection.htm","~/CMS/Docs/181/General Correspondence/Agape Rejection.htm","Rejection email 27 Jan 15","General Correspondence"
1734,183,"OCYWES rejection.txt","~/CMS/Docs/183/General Correspondence/OCYWES rejection.txt","27 Jan 15 email rejecting the application as it stands. Inviting them to re-apply with smaller project.","General Correspondence"
1735,175,"Ngadeco rejection.htm","~/CMS/Docs/175/General Correspondence/Ngadeco rejection.htm","27 Jan 15 Rejection email on the basis of plagarism","General Correspondence"
1736,1210,"Marumba water tank contract signed JAN 2015.pdf","~/CMS/Docs/1210/Contract/Marumba water tank contract signed JAN 2015.pdf","Contract for water tank at dispensary, supplied to Kevin Curley by Linus Buriani",Contract
1737,36,image.jpg,~/CMS/Docs/36/Contract/image.jpg,Contract,Contract
1738,85,"Fwd TDT application ref 351.eml","~/CMS/Docs/85/Other Correspondence/Fwd TDT application ref 351.eml","28.01.15 Email correspondance and info that Sunray have received funding from another donor","Other Correspondence"
1739,1211,TDTApplicationFormJan2014.doc,"~/CMS/Docs/1211/Application Form/TDTApplicationFormJan2014.doc","Application Form","Application Form"
1740,1211,"TWETEGEREZE BEEKEEPING PROJECT.docx","~/CMS/Docs/1211/Documents supporting Application form/TWETEGEREZE BEEKEEPING PROJECT.docx",Budget,"Documents supporting Application form"
1741,1211,TDT.doc,"~/CMS/Docs/1211/Documents supporting Application form/TDT.doc","Project write-up","Documents supporting Application form"
1742,1211,scan0003.pdf,"~/CMS/Docs/1211/Documents supporting Application form/scan0003.pdf","Pro-forma for 100 hives","Documents supporting Application form"
1743,1211,scan0004.pdf,"~/CMS/Docs/1211/Documents supporting Application form/scan0004.pdf","Pro-forma for other equipment","Documents supporting Application form"
1744,1211,scan0007.pdf,"~/CMS/Docs/1211/Documents supporting Application form/scan0007.pdf","Sketch of project","Documents supporting Application form"
1745,1211,scan0008.pdf,"~/CMS/Docs/1211/Documents supporting Application form/scan0008.pdf","Letter of support","Documents supporting Application form"
1746,1211,CHETI.pdf,"~/CMS/Docs/1211/Documents supporting Application form/CHETI.pdf","Registration certificate","Documents supporting Application form"
1747,1211,"Photo of hive.jpg","~/CMS/Docs/1211/Documents supporting Application form/Photo of hive.jpg","Photo of proposed hive","Documents supporting Application form"
1748,1211,"Initial emails.htm","~/CMS/Docs/1211/General Correspondence/Initial emails.htm","Initial email exchange","General Correspondence"
1749,127,"SDELPHA followup rejection.txt","~/CMS/Docs/127/General Correspondence/SDELPHA followup rejection.txt","Follow up rejection email after re-submission of project Jan15","General Correspondence"
1750,181,"AGAPE 2.htm","~/CMS/Docs/181/General Correspondence/AGAPE 2.htm","Nice response to rejection letter","General Correspondence"
1751,1212,"TDTApplicationFormJan2014Beekeeping Project..pdf","~/CMS/Docs/1212/Application Form/TDTApplicationFormJan2014Beekeeping Project..pdf","Application Form","Application Form"
1752,1212,"The Certificate of Centre for Development Initiatives CDI.pdf","~/CMS/Docs/1212/Documents supporting Application form/The Certificate of Centre for Development Initiatives CDI.pdf","Registration Certificate","Documents supporting Application form"
1753,1212,"Reference letter.pdf","~/CMS/Docs/1212/Documents supporting Application form/Reference letter.pdf","Reference letter from District Development Officer","Documents supporting Application form"
1754,1212,"ARCHICON CONSTRUCTION QUOTE.pdf","~/CMS/Docs/1212/Documents supporting Application form/ARCHICON CONSTRUCTION QUOTE.pdf","Quotation for hives and honey extractor","Documents supporting Application form"
1755,1212,"CDI initial emails.htm","~/CMS/Docs/1212/General Correspondence/CDI initial emails.htm","Initial application email and correspondence with Elias Mashasi Jan15","General Correspondence"
1756,1212,"Initial questions.htm","~/CMS/Docs/1212/General Correspondence/Initial questions.htm","Initial questions (copied to Elias Mashasi)","General Correspondence"
1757,1213,MWALIMU.doc,"~/CMS/Docs/1213/Documents supporting Application form/MWALIMU.doc","Project proposal","Documents supporting Application form"
1758,1213,"Profile sagehe.doc","~/CMS/Docs/1213/Documents supporting Application form/Profile sagehe.doc","School description","Documents supporting Application form"
1759,1213,green133.docx,"~/CMS/Docs/1213/Documents supporting Application form/green133.docx",Budget,"Documents supporting Application form"
1760,1213,"Rejection email.htm","~/CMS/Docs/1213/General Correspondence/Rejection email.htm","Rejection email","General Correspondence"
1761,1214,"PROJECT WRITEUP FOR IHANU WARD.docx","~/CMS/Docs/1214/Application Form/PROJECT WRITEUP FOR IHANU WARD.docx","Project Write-up","Application Form"
1762,1214,"Ihanu rejection.htm","~/CMS/Docs/1214/Application Form/Ihanu rejection.htm","Rejection email","Application Form"
1763,14,"Lubalisi Solar Power January 2015 signed contract.doc","~/CMS/Docs/14/Contract/Lubalisi Solar Power January 2015 signed contract.doc","Signed contract",Contract
1764,143,"Revs.BOQ 1 002.jpg","~/CMS/Docs/143/General Correspondence/Revs.BOQ 1 002.jpg","New BOC to adjust to reduced grant offer by TDT","General Correspondence"
1765,143,"Revs.BOQ 1 001.jpg","~/CMS/Docs/143/General Correspondence/Revs.BOQ 1 001.jpg","New BOC to adjust to reduced grant offer by TDT","General Correspondence"
1766,99,"Project Budget revised Jan15.xlsx","~/CMS/Docs/99/Documents supporting Application form/Project Budget revised Jan15.xlsx","Revised budget for Mlanzi village only","Documents supporting Application form"
1767,99,"CASH FLOW FOR LAYERS.xlsx","~/CMS/Docs/99/Documents supporting Application form/CASH FLOW FOR LAYERS.xlsx","Layers cashflow","Documents supporting Application form"
1768,99,"CASH FLOW FOR BROILERS.xlsx","~/CMS/Docs/99/Documents supporting Application form/CASH FLOW FOR BROILERS.xlsx","Broilers cashflow","Documents supporting Application form"
1769,99,"Project sustainability description.docx","~/CMS/Docs/99/Documents supporting Application form/Project sustainability description.docx","Sustainability description","Documents supporting Application form"
1770,99,"Email chain 3Feb15 revised plan and saying we will discuss in May.htm","~/CMS/Docs/99/General Correspondence/Email chain 3Feb15 revised plan and saying we will discuss in May.htm","Email chain 3Feb15","General Correspondence"
1771,172,"Signed contract.pdf","~/CMS/Docs/172/Contract/Signed contract.pdf","signed contract",Contract
1772,149,"Seaweed Drier Report VSO Volunteer.pdf","~/CMS/Docs/149/Project Report/Seaweed Drier Report VSO Volunteer.pdf","PDF report received Dec 2014","Project Report"
1774,1213,"Isagehe second rejection.htm","~/CMS/Docs/1213/General Correspondence/Isagehe second rejection.htm","Second rejection letter following resubmission to JDM","General Correspondence"
1775,1213,"ISAGEHE CONCEPT NOTE 1.doc","~/CMS/Docs/1213/Documents supporting Application form/ISAGEHE CONCEPT NOTE 1.doc","Concept note sent to JDM after rejection","Documents supporting Application form"
1776,21,"UWODEKI receipt Feb 2015.pdf","~/CMS/Docs/21/Other Correspondence/UWODEKI receipt Feb 2015.pdf","Receipt for grant for sewing machine Feb 2015 filed by Kevin Curley","Other Correspondence"
1777,1216,"Beekeeping Projects in Tanzania.pdf","~/CMS/Docs/1216/--Please Select--/Beekeeping Projects in Tanzania.pdf","TDT Beekeeping Presentation written by Dan Cook for POs","--Please Select--"
1778,1204,"Rejection email.htm","~/CMS/Docs/1204/General Correspondence/Rejection email.htm","Rejection email 15Feb15","General Correspondence"
1779,1217,"RE Interested to Apply for Grants from TDT.htm","~/CMS/Docs/1217/General Correspondence/RE Interested to Apply for Grants from TDT.htm","Initial email exchange","General Correspondence"
1780,1208,"Rejection email.htm","~/CMS/Docs/1208/General Correspondence/Rejection email.htm","Rejection email","General Correspondence"
1781,1212,"RESPONSES TO COMMENTS  RAISED BY TDT.doc","~/CMS/Docs/1212/General Correspondence/RESPONSES TO COMMENTS  RAISED BY TDT.doc","Responses to initial questions","General Correspondence"
1782,1212,"Response to initial answers.htm","~/CMS/Docs/1212/General Correspondence/Response to initial answers.htm","Response to the initial answers 16 Feb 15","General Correspondence"
1783,1218,"RE Mwanga Children Foundation.htm","~/CMS/Docs/1218/General Correspondence/RE Mwanga Children Foundation.htm","Initial enquiry and response","General Correspondence"
1784,1219,"RE TCCIA Microfinance.htm","~/CMS/Docs/1219/General Correspondence/RE TCCIA Microfinance.htm","Initial enquiry and rejection email","General Correspondence"
1785,1220,"CFA initial emails.htm","~/CMS/Docs/1220/General Correspondence/CFA initial emails.htm","Initial enquiry email exchange","General Correspondence"
1786,1221,"REjection email.htm","~/CMS/Docs/1221/General Correspondence/REjection email.htm","Rejection email 16 Feb 15","General Correspondence"
1787,1221,TDTApplicationFormJan2014.docx,"~/CMS/Docs/1221/Application Form/TDTApplicationFormJan2014.docx","Application Form","Application Form"
1788,1221,"Letter of Reference.jpg","~/CMS/Docs/1221/Documents supporting Application form/Letter of Reference.jpg","Letter of Reference","Documents supporting Application form"
1789,1221,"St. Augustine Location.png","~/CMS/Docs/1221/Documents supporting Application form/St. Augustine Location.png","Location map","Documents supporting Application form"
1790,1221,"Bill of Quantities.png","~/CMS/Docs/1221/Documents supporting Application form/Bill of Quantities.png","Bill of quantities","Documents supporting Application form"
1791,1221,"Photo ID Josephine Cole.jpeg","~/CMS/Docs/1221/Documents supporting Application form/Photo ID Josephine Cole.jpeg","Photo ID Josephine Cole","Documents supporting Application form"
1792,1221,"Photo ID Charlotte Cardus.jpg","~/CMS/Docs/1221/Documents supporting Application form/Photo ID Charlotte Cardus.jpg","Photo ID Charlotte Cardus","Documents supporting Application form"
1793,1222,"mr nchimb22222.pdf","~/CMS/Docs/1222/Application Form/mr nchimb22222.pdf","Project proposal","Application Form"
1794,1222,"Nchimbi rejection.htm","~/CMS/Docs/1222/General Correspondence/Nchimbi rejection.htm","Rejection email","General Correspondence"
1795,1223,Chawawawatu.pdf,"~/CMS/Docs/1223/Application Form/Chawawawatu.pdf","Application form and other documents","Application Form"
1796,1223,chawawawata.htm,"~/CMS/Docs/1223/General Correspondence/chawawawata.htm","Initial email exchange","General Correspondence"
1797,172,"KONGA receipt of funds.htm","~/CMS/Docs/172/General Correspondence/KONGA receipt of funds.htm","Email confirming the receipt of the funds","General Correspondence"
1798,106,"RE confirming the receipt of the the fund for project no. 365.htm","~/CMS/Docs/106/General Correspondence/RE confirming the receipt of the the fund for project no. 365.htm","Email confirming the receipt of Tsh 8,790,672.14 (Fx rate of 2,747)","General Correspondence"
1799,106,Kashumba0001.jpg,~/CMS/Docs/106/Contract/Kashumba0001.jpg,"Bank statement confirming the receipt of Tsh 8,790,672.14 (Fx rate of 2,747)",Contract
1800,106,Kashumba0002.jpg,~/CMS/Docs/106/Contract/Kashumba0002.jpg,"Receipt for the receipt of Tsh 8,790,672.14 (Fx rate of 2,747)",Contract
1801,1224,"VSO 5010 Joseph O TDT application form.doc","~/CMS/Docs/1224/Application Form/VSO 5010 Joseph O TDT application form.doc",NULL,"Application Form"
